,Ratings,Full_review
37960,1,Not good
37961,5,Good one
37962,3,Power adapter not working after 1 month of use.
37963,2,after 8 months of usage : with four antennas also they wifi signal is very poor - not even at the distance of 15ft - had to switch back to my older router
37964,5,Best works
37965,1,Not good
37966,3,Range is very bad.
37967,5,Nice
37968,5,Best quality. Mi👌
37969,5,Nice Router
37970,5,Working good and exceptional
37971,5,Very nice
37972,5,Very gud purchase at this price
37973,5,the speed is and range is excellent brilliant ❤️❤️ 👍👍 😯😯 must buy
37974,1,Not nice
37975,4,App language Automatically Changes to Chinese
37976,1,Dns problem dont buy
37977,2,Not worthy
37978,1,Bad product not working proper range is very low
37979,5,Excellent...
37980,5,Best in class router...at this price range with 4 antena. Mi also has a app called miwifi which is very helpful for setting password and block a particular user. U also fet notified when a new device connected.
37981,4,Sorry but late reply kilye but product is very good
37982,5,Good
37983,3,Not upto the mark
37984,1,Price is waste..and the product is waste....i will suggest my frndz not t buy in this website
37985,5,Nice product and delivered very fast 😍
37986,5,Best price best performance
37987,3,Speed is good but range is low
37988,5,Good product
37989,5,It was a great product i loved it.🥰
37990,5,Good Product
37991,5,"Awesome product by mi , excellent"
37992,2,Range is very less
37993,4,"Speed is good,,but range is short"
37994,5,Good option if you require wifi repeater and router in single thing
37995,3,Nice one
37996,5,Mi router is great just osm router & super fast speed
37997,5,Awesome product
37998,4,Good
37999,5,Terrific purchase Good quality and really staisfied with the product Thanks to flipkart and mi company a lot😑😄😄😄😄 Socha nahi tha itna quality a6a dega with appropriate packaging. And surely no defects has been arrived now if any one wants to buy broad band then plse see this first once
38000,3,Good product
38001,4,Nice product. Value for money....
38002,5,Heavy duty
38003,2,Good. But the range is too short compare to another routers.
38004,1,Don't buy this router range is too weak speed is too slow such a worst ever router
38005,4,Nice one
38006,5,Good
38007,1,Router range is poor quality... Camper old mi router....old router performance and range is very good...  New router Mi R4CM 300 is not good 👎👎
38008,5,Awsome product
38009,5,Nice one
38010,3,It is for then just small room not for big home
38011,5,More port plz
38012,5,Superb
38013,5,Good product
38014,4,Its nice and thank you for fast delivery
38015,3,Nice Item in best price
38016,4,Good
38017,4,Nice
38018,5,Gud
38019,4,Nic
38020,4,"Writing this review after almost 6.months. This Router works well and performs it job pretty well. Range is good as well, able to somehow penetrate 2 walls in my house"
38021,5,Good product
38022,1,It is not working properly not having any range
38023,3,"It's okay, and good for use but it don't have direct port for connecting into fibre cable, u have to get a uno or a other adapter separately for this or ask for your local franchise"
38024,2,"Range is too bad can't even cover my entire house which is btw not that big and doesn't give expected speed while connected to multiple devices, those four antennas doesn't have much to offer"
38025,2,Range is really bad
38026,5,Product was good working nicely.
38027,4,Well I've ordered this in March I've contacted loclas for new wifi connection It's been 8 month's Stilll they didn't come:( Idk why I bought this But still it's great tho
38028,1,very bad
38029,5,Awesome product
38030,5,Bari good
38031,4,Good
38032,5,Superb
38033,5,Good product fully branded
38034,5,Superb
38035,1,"Irritating item. Its takes very long time to connect. Dont buy please And when you returns it. Flipkart doesn't accept,coz of little dusty. And gives many more reasons."
38036,5,Worth for what you spend
38037,5,Superb quality Superb Features
38038,5,Good
38039,2,Perfect range & internet speed
38040,3,Ok
38041,5,Super
38042,1,"Frequently disconnected. Range is super weak even though having four network band, it doesn't reach my bedroom properly. Not recommended!! Pathetic from Mi"
38043,5,Value for money
38044,5,Budget sufficient
38045,5,Nice product buy it
38046,4,Nice
38047,2,This router is very bad any people this router not buy
38048,4,value for money
38049,5,Must buy
38050,5,It's a great... And it has value of money.. Great product......
38051,5,It's very nice product and working smoothly
38052,4,well worked wifi
38053,4,Awesome
38054,2,Not sure why they have 4 antenna it gives the. Same range a single antenna router over Lan my internet speed is 50 Mbps but WiFi it's 30
38055,5,Good
38056,4,Nice... ❤❤
38057,5,Best quality
38058,1,Very bad
38059,5,Full on wifi..
38060,5,super product
38061,4,Range is proplem but ok only range cover your house
38062,5,Superb quality ❤️❤️❤️
38063,2,Range is not at all good..it's showing 300mbps and not getting at least 20 Mbps speed waste of money
38064,5,Very good
38065,1,Vary vary vary bad products Range low & game playing impossible Please don't buy
38066,5,Good
38067,5,Excellent
38068,5,product is good but delivery boy is too much late night
38069,5,Digital india
38070,5,Super product
38071,5,Best connectivity
38072,4,Very nice product....
38073,5,Good product at great price.thanks for quick delivery flipkart
38074,3,good
38075,5,Good product 👍🤓
38076,3,2pc
38077,1,"I am using this router for than 4 months and tried everything to improve the signal strength by placing here and there, but all in vain as it's can't be used beyond the next to next room as this cant send signal beyond 2 walls, as this product is looking good for the show as it has 4 nos antenna but seems like it doesn't have any antenna to provide such good quality of signal. total waste of money."
38078,5,Very nice
38079,4,Superb network
38080,3,Range is not that good compared to tp lonk and Netgear....app doesn't detect it as mi router....
38081,5,Super product
38082,5,Good Product and Value for Money
38083,3,"Though 4 antennas yet range is weaker than my two antenna NETIS router. The connection website is also very confusing and not very user friendly. Just okay,"
38084,4,It should be in mi home app.
38085,5,Nice router using this from last 4 month works just simply awesome
38086,1,Useless product...waste of money...I suggest don't buy
38087,1,Very bad
38088,5,Awesome product. Best in price. Light weight Only one thing missing is that there should have been a pin to hang it somewhere.
38089,5,Excellent Product
38090,5,Sup par mi
38091,5,"Never had a Internet Disconnection from the router side. The best Router to Play Games, Stream and Watch 4k Video at the Same Time🔥🔥🔥"
38092,1,Low network wifi
38093,1,WiFi range is very poor
38094,4,MI Product Are Really So Good
38095,4,Working good using this from 8 months
38096,5,Good
38097,4,Decent
38098,5,Happy
38099,5,Good
38100,1,Bad product
38101,5,Good
38102,5,It can also be used as wifi extender
38103,1,The router not good
38104,2,Covers very low range of area
38105,5,Excellent
38106,4,Nice product due to the low coverage area I'm giving 4 star otherwise 5. App management is good.
38107,1,"No range at all, don't buy this product unless unless you using it for 200 sqft room"
38108,5,As expected
38109,4,It is a good product.Only wi-fi range is not as what I expected.
38110,4,Great looks and design working is good
38111,5,Good
38112,5,Good as usual
38113,5,Good product
38114,1,Signal strength for only 1 room... Bakwass
38115,2,The product is so bad
38116,2,Not as per the mark.
38117,4,good product at this range
38118,2,Worst... product... connectuvity is not fast... the range of router is Even Worst....
38119,5,Router is good but it's made by china
38120,5,Good
38121,5,excellent product with budget price rate.
38122,5,Best
38123,5,Very nice product
38124,1,Bad product speed slow
38125,5,Little complicated to use but overall performance is good.
38126,1,Not good
38127,5,Very good item
38128,4,It doesn't reaches much far as u make it a repeater but really a good router no data packets drop or any issue with it so really a nice router to have
38129,1,Weak signal worst performance
38130,1,Damage product broken product
38131,4,"Great, but do not buy Chinese products"
38132,1,Range is not as better as tenda I was using before..
38133,5,Wonderful product 😊😊
38134,5,Nice prodect
38135,5,Best under 1000
38136,5,Good Range
38137,4,Working fine
38138,4,Good product
38139,5,Best
38140,4,So far so good
38141,5,Best router
38142,5,Osm
38143,5,Very nice product
38144,5,Good
38145,5,Awsm Looking And Beautiful Set for Rauter
38146,5,Nice product
38147,5,worth it.
38148,5,The router is doing great and it was awesome
38149,5,"Best in offers and no use of 4 antennas i think 2 antenna can better perform from this router, but user experience, simplicity and the customisation force me to give 5 stars' for this👌  Everyone can go for it. Nice product 👍"
38150,1,Worst Item Dont Purchase Signal Strength Weak UI Management so difficult Many Reasons found to say
38151,1,No signal strength.. worst performance.. money waste
38152,5,Good
38153,4,Good
38154,2,Worst range
38155,2,Poor range.
38156,3,It's range is not good.
38157,4,Easy to configure and good coverage for a small house.  Compare to other devices it gave me hassle free configuration and moreover it's easy to install. Also the wire connector is big enough to keep distance.  However if you are looking for high speed more then 100mbps and bigger house then this would not fullfil your requirements.
38158,1,Wi-Fi low range
38159,4,NB :. It is a router not a modem.. It is only used to extend the connection and increase the coverage and speed  Don't underestimate it is the only thing needed for a broadband connection . A modem is also needed.
38160,2,The range is not working at all. Even doesn't reach ground floor from first floor.
38161,1,Don't purchase. Wifi range is too bad. After 6 month . Wifi Problems start . Download speed 400kbps on wifi. I have 100mbps plan on Airtel fiber .
38162,3,I'm using it as a wifi extender.. It serves the purpose
38163,5,Nice
38164,3,wifi range is too low
38165,5,Perfect
38166,1,Not good
38167,4,Good
38168,1,Not so good. Though it has 4 antinas the range is not good.
38169,1,I am not satisfied with Mi Router . Range is not good and Setting option also bad . Not understand every time they came in chinees language not recommended to buy .
38170,4,Very Light Weight Budjet Product ✌️
38171,5,Good connectivity and nice product. Easy setup and ready to use. Happy with the product and Flipkart service
38172,1,Item too bad quality
38173,5,Best Experience with MI Router
38174,4,Not badd
38175,1,It works fine for the 1st month and after that it is just ridiculous
38176,1,Wifi range is very less.
38177,4,Setup is difficult but product is very good
38178,5,Best router in this segment
38179,5,Nice product..
38180,4,Ok
38181,2,Its a good affordable product but the range of this router is not enough to what i expecting.
38182,5,The router was good and i loved it
38183,5,Very awasome products and good security.
38184,5,Nice product
38185,4,Must buy.. 😀😀😊
38186,5,Gud product like it
38187,5,osm
38188,5,its working very good
38189,5,Good router signal are ok but old home no work
38190,5,Supper
38191,4,Good product for the price.... coverage is ok.as normal wifi router has . Ithink it doesn't need this much of antenna for the coverage.
38192,1,Waste of money
38193,5,Nice
38194,3,Coverage is not good as this 4 band
38195,5,Good product
38196,5,Thanks
38197,5,Good
38198,1,very bad product plz refund
38199,5,Nice product
38200,5,Too good
38201,4,Good coverage and speed. Great product in this price range... Go for it guys.
38202,5,Nice
38203,5,Nice router
38204,1,Router range is too bad... 10 to 15 ft distance there is no signal.. really it's pathetic experience from Mi.
38205,1,It stopped working in 2 days
38206,3,Happy
38207,5,Nice
38208,3,Wifi range is too short
38209,5,Very nice products!!!! Full Satisfied 👌👌👍👍👍
38210,5,This router was excellent... and wifi's tower was really good
38211,2,Very low rang of wifi signals
38212,2,Could not connect to office network due to port forwarding issue and it's not working constant.everytime I had to connect and use port forwarding whenever I connect to office network.
38213,5,Good quality
38214,3,Look good
38215,4,Nice
38216,4,Good
38217,5,Nice ..
38218,5,Nice product
38219,5,Excellent
38220,5,Nice products.... ❤️❤️❤️ Awesome performance.... Nice budget...
38221,4,Very nice
38222,3,"Suitable only for small or medium House single storage house best for 1,2bhk house."
38223,5,Best router in the budget. Easiest installation ever. This is an honest review as used this router more than a year.
38224,5,Very Good Products and Weight is very Low..
38225,1,Reng very bad
38226,3,Very nice product but the frequency of the router is decreasing day by day
38227,1,network not proper
38228,3,im not recommded this router for more than 1000sqft area.signal strength is average.you can increase signal strenth by applying silver foil.miwifi app is really excellent. it can fully access to all devices connected to your wifi you can also set speed limit for specific devices.
38229,5,Nice
38230,5,Best in class
38231,5,Thanks 😊
38232,5,Awasome
38233,5,Super
38234,4,Awesome
38235,3,"For Home use its okk..But if u r thinking for office use plz go for another product..response time is very slow, by the way looks and design is good.. overall average product"
38236,4,Good
38237,4,Great product but there is no wps button and there is not hole so that we can hang it to the wall for this reason i have given it four star ⭐⭐⭐⭐ other than that no problem
38238,5,Easy to Install and Faster Download
38239,3,Range is low
38240,4,Nice
38241,5,Good
38242,1,"Useless product, not working properly, not giving full signal in 3 meter range."
38243,5,nice
38244,5,Good product
38245,1,Raise your money 💰 so bad
38246,5,Nice product
38247,2,Very bad range. Four antenna attracts to purchase at that price. But performance is not even equal to some other two antenna router's. I regret this purchase 😏
38248,1,Ping is very worst
38249,1,Very very bad . don't by this router
38250,4,The Product Received on time and it was very good It was the value for money...!!
38251,2,Poor range Speed is also average. Go for some other options like tenda or D-Link
38252,4,Very good product. Working so fast.
38253,5,Good in signal 📶strength
38254,5,Nice 👍 product
38255,1,That product is very bad connectivity is very poor I am not recommended to buy . product only 10 days is not working .my rating is zero
38256,1,Faltu product
38257,3,Looks wise it's quite good. But the main reason for which anyone would buy this i.e. using the wifi the experience is not so good. Despite of having four antennas I'm not sure why it's range is not so good. It should be okay for two rooms. But beyond that one should not consider this.
38258,5,Very good product
38259,5,BEST IN CLASS.....................!
38260,5,It's very Nice and very Good Connectivity
38261,4,"average coverage,network speed distribution is awesome.....Thats all.."
38262,1,Range problem
38263,1,Poor signal quality
38264,4,I can give 4 star coz rage very good compared to D-Link. If u all have 2 BHK then this is very good for coverage even in washroom... Build is ok ok.. And very slim looks suprb Con:- Wire is too short... Two lane port
38265,1,Wrost router I have ever used. 50 Mbps connection but speed from router doesn't go beyond 10 Mbps. I suggest you all to do not buy this. It will waste your money. Even the response of company is also very very bad.
38266,1,Range gets dropping down in every month I'm using 100mps speed this router is not proving the range on this Totally un satisfied with the product...
38267,2,Range of 4 antena is too low as 1antena🙄
38268,5,I can believe on mi after closing eyes.really it is nice product..
38269,5,Good
38270,3,Range is not up to the mark As accepted
38271,5,Very good
38272,5,Nice product
38273,3,Range is not as expected Only 15 meters range *in home I think this 4 antenna is not performing only one is active
38274,3,"I expect more range... But it provides almost every same range like tp-link, D-Link as this price range, otherwise it's a Good option.."
38275,5,Nice
38276,1,Wi-Fi Connecting problem auto Disconnecting and connect again after 2 min. I'm return this product.
38277,5,One of the best wifi router at affordable price
38278,5,Wow nice product...
38279,5,Mi R4CM 300 Mbps Router bast internet speed
38280,1,Hanging problem....
38281,1,Very bad experience!!!
38282,5,Good
38283,3,Good product
38284,5,The best router in this price range. This is my second purchase and this time it is being used as a repeater. The setup is very simple and intuitive. Only thing I hope is addition of 5Ghz in the next upgrade at this price point.
38285,1,It's is very bad product not working properly
38286,5,Excellent
38287,1,worst product
38288,5,Amazing product..♥️♥️♥️
38289,5,Awesome product in price..
38290,3,Good ☺️ c
38291,5,It's a nice product.
38292,5,I've been using it for 1 month. Best product in market. *value for price *good range *more than enough speed(after using it as a secondary router too) *the web portal is very much user friendly. *one tap convert... (as a router or repeater(wireless and wired) through the mobile app).  ** the mobile app actually does nothing but starts the connectivity.  After all.. You can buy the product if you get it under 1k.
38293,2,Network coverage is too bad.
38294,1,Terrible purchase Used 1day but wifi range is horrible even speed is too not good. 4 antenas not working and covering i think
38295,4,Bohut acha hai nice warking 🤗🤗🤗🤗
38296,5,The Best
38297,1,It didn't work only when tried before installation ....
38298,1,"Worst product. Mi router 3C was much better than this. Range of this router is not good when compared to the Mi 3C router. Mi 3C router has the advantage of running on powerbank but not 4C. If you are looking for good range, this one is not for you. Go for Tenda N301 or TP-Link 841N if your budget is around thousand rupees."
38299,5,Very easy to configure. Nice speed. Nice looking device from MI. Thanks Flipkart for awesome delivery experience
38300,1,Very poor poor range even my house is small but range doesn't cross even 10ft 😡😡i used only 1 day
38301,1,Previously i was using mi router 3c it has good coverage This 4c model doesn't give even half of the strength of old router Really disappointing worse than mobile hotspot
38302,4,I like it but only two lan port
38303,3,An average router. Don't buy it if you are looking for high range.
38304,5,It's perfectly worked 😄
38305,5,Awesome
38306,5,Osm
38307,3,Product is good but range are very low
38308,5,Good
38309,5,Nice
38310,1,Distance is low
38311,1,Suddenly disconect wifi Poor products
38312,5,Super product
38313,5,wonderful
38314,5,Mi always keeps up to its reputation. Works awesome 👍
38315,5,"It is very much the same thing, I like it more than you flipkart"
38316,5,Best quality
38317,3,*DSL port not available extra modem required *Only useful for extender * Wifi range can not get as described
38318,5,Gd product
38319,2,Bad natwork
38320,5,Good product
38321,5,Nice product
38322,4,Satisfied
38323,1,Worst quality of product doesn’t support in iOS devices
38324,5,Amazing
38325,1,Range not properly my flat 2bhk didn't network issue
38326,5,Pole item super net
38327,5,I love this product.. product price is very good as compared to other router.. but one demerit i have notice that tha range of MI router is too short.. overall product is very good .. but range of a router is not suitable for long distance around 450sq.ft.
38328,1,It is a damaged product
38329,5,The shipment was nice
38330,4,"4 antenna is just overkill, it isn't any better than tp link or D-Link 2 antenna models. The best part of this router is its software. Very useful and use to use."
38331,5,Super router very easy setup n good speed
38332,5,Mesmerizing.
38333,5,good product
38334,5,All good but range is low
38335,4,"Good product, I am using it as repeater for enhancing the existing wifi signals into the non covered area of my house. Good product. Very simple to setup through its mi wifi app."
38336,4,I thought my girlfriend is the best thing but this wifi proved me wrong
38337,2,Coverage is very bad... those 4 anntenas of no use👎🏼
38338,5,Value for money
38339,3,Too good. But its china product.
38340,2,The range of the WiFi is not at all good. If you want to use it in 2 small rooms nearby then only it's good. Else go for something else.
38341,2,Don't buy this speed and range not good.Buy more trusted brands like Tplink and D-Link.My D-Link router covers almost half of home but this router can't even a single room.
38342,5,Good Product
38343,4,Good
38344,3,It's good
38345,2,Ok ok type route..
38346,5,good
38347,5,Best product true commitment.
38348,4,Easy to configure better router in market
38349,1,Coverage area is very bad
38350,4,Delivery super fast in almost 30 hours. Product good enough.
38351,4,Short range Router.
38352,1,Don't buy this product it's a very cheap products and low range low data speed MI bakwas company
38353,4,A good product by MI . It has a good range and also comes with many smart features like parental control and many other. 👍
38354,5,Very good
38355,4,Good product
38356,3,It is not working as i expected and as it was advertised. DLink is Better that this
38357,5,Delivery is very late and product is not good !!! Don't buy
38358,2,Very good
38359,2,No call no equipment lat
38360,4,Nice
38361,1,Very bad product I never expected from mi this kind of worst product router range is very bad only in there is no range of router out side of my house I am not going to give sujjetion to purchase this product
38362,1,Signal strength is very poor. I am not getting signal for 10 meter radius.
38363,4,The product is good.
38364,1,Not good as previous mi3 c router
38365,5,Vvv good
38366,5,Awesome product it's working absolutely fine
38367,5,Nice flipkart
38368,4,"Light weight. No hook holes to hang. Four antennas are good. Minimal design. One main Lan port, two child Lan ports."
38369,1,Worst product ever
38370,5,Delivery man was too awesome 👍👏👏👏 thanks flipkart
38371,2,Not good range sometimes disconnect network
38372,3,"Good at this price range, single band(2.4 gHz).The router has 4 antenna, but they are for showing, range is good for small room. I even can't get signal at ground floor, my router is placed at 1st floor. Good for this price point."
38373,1,I bought this router last week firstly I felt that some technical issues should happened but after 1week also same problem happened with me again and again don’t buy this it won’t cover a single floor also very bad coverage.
38374,1,Very poor signal range.
38375,1,Very bad router .
38376,5,Best quality nice to work
38377,5,Best product
38378,4,"Hanged at a place were it can reach my complete home, product is very light and powerful and easy to install. We can control it by using Mi WiFi app"
38379,5,Good Product
38380,4,Thanks filpkart
38381,1,Very poor range. Highly disappointed with the performance. I was using tenda and d-link routers(both having single antenna) before opting for this router. I was expecting a big boost on the range but after using it i am shocked to see the poor reception. I’ll strictly not recommend this router to anyone mainly cos of its poor range
38382,3,Very low coverage. Better to go for TP link
38383,5,Ruff tum all jaan
38384,5,"Best router ,,, amazing experience with mi . It covers my all rooms and speed is superb and through mi wifi app its super duper cool and easy to connect ..♥️♥️♥️👍"
38385,3,Overall an average Router! Good point: Very light weight Very nice design Easy to setup and manage through mobile app. Can be used as repeater.  Cons: Range is average even though it has 4 antennas. Less than my current router with 2 antennas. Have only 2 lan ports. Dont have a hole for hanging on wall. So you have to keep it on some surface.  More ports and a modem port for telephone line would have been added advantage but modem does not have it.  Overall a good average router. I use it as...
38386,5,This is very good quality product and my work is very well
38387,5,Excellent stability Excellent strength Low range coverage
38388,3,Good
38389,4,After usage of 4months. Its really nice product.
38390,3,"Good in terms of speed and fast connectivity, however the range is soo poor that am unable to connect it beyond 15 meters on any side even after making sure there are no signal interferences"
38391,5,Awesome
38392,4,Wi-Fi range is not satisfactory..
38393,5,Nice product. I have installed on ground floor and access internet on first floor as well.
38394,5,"Doesn't give much range, but good enough within a small range"
38395,4,It's good for home daily use.Easy to setup with a little tutorial.But if you have plans to connect your house having too many walls and obstructions it can be a little let down at the furthest point.Still the connectivity received is appreciable.Given the price point in which you get its more than your expectations.The app led monitoring feature is a real delight.
38396,1,The connectivity is not even there from 10metres of router whenever there is a power off the router doesn't connect with the internet it is not working properly can't even switch off the router
38397,5,Very Good Quality
38398,5,Very nice router. Worth buying it.
38399,4,"Heavy duty router , best of all 1 k range , performance peaks and lets see for how many months it will last"
38400,4,"Timely delivery. The product works good so far but it would be too early to say anything. I have a problem with the seller, as the product was sent without external packing. When I received parcel, the original box was wet and Mishandled."
38401,5,A smart product
38402,5,It is average
38403,1,Disgusting every time Wi-Fi was disconnecting and also Wi-Fi range was not good if range is below 3 nothing can work
38404,5,good item value for money
38405,3,Range is very limited go for other options.
38406,3,"Good, Range is not enough though"
38407,3,Distance is not as expected as it was..
38408,4,Good router but signal strength is not great.
38409,5,This wifi is very good
38410,4,Super iam Happy
38411,2,Worst product
38412,5,Too good a product. Totally worth the money.
38413,4,Good but rang is too Short......
38414,3,Looks decent
38415,2,It have 4 antenna but my old tplink 2 antenna workd beeter with same range.
38416,1,Bakwas wifi network
38417,5,Great
38418,3,I am not satisfied But wifi range is good
38419,4,"Delivered at time. However, packing is below the mark."
38420,1,No wall penetration. Ridiculous range.
38421,5,I have been using for 3months so far no speed drop or anything to worry. Best Router in this price range.
38422,1,wifi range and strength is worst
38423,5,Easy to connect.
38424,5,No words for dis brand is brand love it 👍
38425,2,Did not meet my expectations
38426,4,Perfect
38427,1,Coverage is very low
38428,3,Good one
38429,5,Good device
38430,1,Worest router
38431,5,Amazing Product.. Worth to buy and yeah it's turning out well no issues
38432,4,There is an issue with the router range. But it is good for a 2 bhk house. Very sleek and beautiful. But those 4 antennas are just for show I guess.
38433,3,Product is not as per description but ok as per price
38434,5,excellent ;)
38435,5,Good
38436,5,Range is good User interface is very good compared to other companies
38437,1,Low range WiFi networks 5 feet cover
38438,2,"Range is not good even having 4 antenna. Also number of lan port is less. Adaptor makes noise like flying house fly in home .. giving two star only for built quality, their no hanging Hooks are there on back side so only you can place it on table top."
38439,1,Worst products
38440,1,Worst product from mi because is slow internet conectivity i recomand buy tenda n300 is best for all
38441,4,Ok no problem 👍👍 good network
38442,1,Bad
38443,1,Vary bad interface very tuff to configure
38444,5,Very Good
38445,5,Nice product
38446,5,Very good product according to my plan it provide me 8mbps per second
38447,3,Range are not good 1 month experience
38448,1,MY. ISP provide internet speed 50 MBPS ( checked for direct laptop. Speed is 49 MBPS )  But Mi router provide speed is 10 MBPS (checked by LAN & WLAN )  SPEED TEST BY_ OKHLA SPEED TEST  This product quantity is poor.. coverage Wi-Fi Range only 8 Meters approx...  I suggest all buyers do not accept this router
38449,4,Good
38450,5,Good
38451,1,Very bad rang
38452,3,Low in signal strength
38453,2,"Pros: Range is good Cons: it has been just one month and this particular router is showing no internet, where as others are working fine. Though reset is done the same is repeating. Need to get it replaced"
38454,5,I like the delivery as well as packaging of Flipkart and this product is awesome. Only I don't like it is Chinese and I don't get it any Indian product
38455,1,Not recommended stopper working in 2 months
38456,4,"Product is good .. but flip kart delivery is worst . I received this product after delivery date,,,bcoz I talked to their customers care many times they also said that today is your delivery date...but after 2 days I got it"
38457,5,Very nice
38458,4,Perfect
38459,3,Good router.. But its range is low.
38460,4,"Range is not satisfactory..,, Even in next floor.., the speed is little bit less"
38461,2,Bad
38462,2,Avarege but length is little bit short....
38463,4,Value for money & signal strength was very good
38464,4,It's good & nice work
38465,5,if your budget is low but you wanna feel the low fps in the game then blindly go for it 💯
38466,5,One of best product
38467,5,Lovely item!
38468,4,Range is not soo good but its okk.
38469,1,Range issue performance not good
38470,2,Wifi penetration is too low and the overall range is poor and has speed variation issues...
38471,4,Probably The Best in this price range but sometimes getting connection with this router is difficult.
38472,1,Very bad router dont buy
38473,5,Good
38474,2,Ok
38475,5,Good
38476,5,Better router in price
38477,2,Very Poor Range Of Signals Connecting issues Waste of 4 antina I will Suggest Netgear
38478,5,This router is amazing and most impressive performance and looks. I can use 1.5 years. It's performance and reliability and functionality are very good for this budget.......❤️❤️
38479,5,Looks descent. Good coverage. Comes with app to control connected devices. Easy installation.  Delivered on time.
38480,5,Nice
38481,4,good product value for money but wifi coverage is not much good as its 4 antenna modem
38482,5,Superb & wonderful
38483,5,Wonderful
38484,5,Good
38485,5,Average
38486,5,Osm
38487,3,Good
38488,3,Good product but shot ranges
38489,5,Good router.☺
38490,5,Super speed.
38491,4,Nice Router
38492,5,Nice product
38493,3,This one is only okay because range is not much so not much profit is there in buy this one.
38494,5,Very nice router
38495,4,Good
38496,2,Low coverage
38497,5,Best product in this price👌
38498,5,Gud device in this price range
38499,2,it doesnt give some much range
38500,4,Good product
38501,5,Good product
38502,5,Weightless router.. Good coverage
38503,5,Good
38504,5,Nice product
38505,5,Good
38506,5,Nice router
38507,3,It works ok. Not gives full netspeed You need dualband router to get 100 mbps But it's okay for the price
38508,5,Very Very good product
38509,5,Very interesting and best router of mi
38510,5,ITS A VERY GOOD ROUTER. IT HELPS TO CONNECT THE INTERNET ON OUR DEVICES.
38511,1,Worst product
38512,5,Don't know it's good or not
38513,4,Good one.
38514,1,This is poor quality router Does not support 300mbps it's fake It's maximum limit is 100mbps Do not buy this and the range is soo poor We does not get more 50mbps in wifi These guys are cheating the customers on the name the router 300mbps Don't buyal this for God sake
38515,1,Not good
38516,5,Good Product
38517,2,"range coverage is very disappointing, if you sit near the router it gives good speed, connectivity issues while connected to android TV, disappointed with MI"
38518,4,Wow
38519,1,Not at all good worst product
38520,5,good product
38521,4,best product
38522,5,Very classy.
38523,1,Very bad product.... Range is very bad... I hate this router
38524,1,donot buy... 1st range is not good 2nd doesnot support mac filter option 3rd wps is not there 4th less lan port connection
38525,1,Not good
38526,5,Awsome 😍
38527,5,Thanks its good
38528,4,Product's box was in very bad condition even there was no box of flipkart. It's my worst shopping experience ever but product is quite good it's flipkart from which I am really disappointed.So next time might be I would choose different platform for shopping.
38529,5,Ok
38530,5,Nice
38531,1,Please don't buy
38532,1,This is worst one don't buy
38533,1,Not gud .range is not satisfied
38534,1,Very bad range
38535,3,"Overall the setting up of router is quite simple but if your broadband connection is giving 100mbps of speed through lan cable, than the router gives out only 50% of speed (i.e. 45 to 50mbps). Would expect xiaomi to look into this issue."
38536,5,Single band router good for home WiFi use. Range of 30 meter radius approx. No lagging and easy to configure. Thanks to Flipkart for timely delivery.
38537,5,Super
38538,3,Not good at all
38539,1,"Worst Router. Range is too low.. & Internet Automatically Disconnected. its not my Internet Issue. Its my Router Issue. Worst Router. Dont buy. Go for TP Link, Tenda or DLink."
38540,5,Very good product 👌
38541,4,Quality is good 👌 on this price range
38542,2,The product is not as good as expected. The speed received on devices is not very fast also.the speed and range decreases when 4 devices are connected
38543,5,Nice product
38544,4,Using it since a week. Working fine flawlessly
38545,3,"Design is good, but work as average product."
38546,4,"I am using this as repeater in my home. This is being done through app. However app require mi account to activate the router, which is annoying and needless requirement. However, i need not see any improvement in speed compared to a repeater dlink which I am already using. Quality is good and setting up of router through app requires a qualified person in addition to mi account. I had my mi tv account through which I activated the router. I do not know is it possible to have mi account with..."
38547,1,Very bad experience with it
38548,5,Super Speed - it can be connected to any broadband connection....go for it 👍
38549,2,Not bad
38550,1,dont buy it.
38551,3,Good
38552,3,Although it has 4 antenas but range is not good.. Will not recommend this
38553,5,Awesome
38554,4,The Router is good but nothing exceptional than other routers.
38555,1,Worst product and have return or refund policy don't buy please
38556,5,The product is good. It delivers high speed internet. The actual range is around 30-40 metres. One can go for this product in this prize range as this is superior among the all in this price range Easy to use Run through miwifi app.
38557,1,Dont ever buy this router as shown in photos that it has 4 anteena but in reality they are just only for show even a single anteena of other company’s router still works better. Pathetic product by MI plz dont buy.
38558,4,product is good but i want maximum ranges their range is about60-70 m
38559,5,Performance was very good
38560,3,packing was very cheap and coverage of wifi signal less than 10 meters
38561,1,Worst product of mi never purchase
38562,5,Quality products at less price .. Working perfectly .. No heating issues even if its on for 4-5 days continuously... Easy to configure ... Must buy ..
38563,3,Many time after few days Wi-Fi is boot up
38564,5,God
38565,4,Price higher compared to Mi website itself.
38566,5,It's a nice product.. Besides special thanks to flipkart for superfast delivery within 30 hours..
38567,5,Good product..
38568,5,All is good
38569,5,Delivery boy was nice.. Weared mask... Came on time
38570,5,Good product
38571,3,don't west money
38572,5,Awesome router range is very good. I have been using it on 10mbps plan it is best in this price range go for it.
38573,4,Good quality
38574,5,Nice
38575,4,Good but range was not so long
38576,4,Just fine
38577,3,Nic
38578,5,awsome product and easy to setup and use ....
38579,3,Nice
38580,1,Worst router
38581,4,Nice product
